3.56E+15,59,
6.01E+15,119,
3.09E+13,190,
4.97E+15,257,
4.29E+15,313,
3.75E+14,381,
4.07E+15,451,
3.66E+13,520,
4.85E+15,580,
3.76E+14,647,
6.01E+15,710,
3.73E+14,782,
5.32E+15,855,
4.37E+15,919,
3.57E+15,983,
3.10E+13,1049,
3.57E+15,1108,
3.09E+13,1174,
5.49E+15,1232,
3.53E+15,1288,
3.47E+14,1356,
3.59E+15,1414,
3.02E+13,1480,
5.22E+15,1541,
3.68E+13,1604,
5.28E+15,1668,
3.49E+14,1740,
6.48E+15,1803,
5.16E+15,1859,
4.76E+15,1917,
3.01E+13,1984,
5.37E+15,2049,
4.65E+15,2109,
3.02E+13,2173,
6.01E+15,2237,
3.73E+14,2295,
3.58E+15,2357,
3.73E+14,2424,
3.45E+14,2480,
5.45E+15,2540,
3.50E+14,2612,
4.38E+15,2671,
6.44E+15,2732,
3.56E+15,2790,
5.35E+15,2860,
4.39E+15,2920,
5.15E+15,2975,
5.43E+15,3035,
4.96E+15,3091,
5.48E+15,3152,
3.75E+14,3225,
3.76E+14,3296,
6.01E+15,3358,
5.40E+15,3425,
6.01E+15,3488,
4.03E+15,3553,
3.55E+15,3612,
3.61E+13,3674,
3.78E+14,3746,
3.01E+13,3810,
3.58E+15,3867,
3.96E+13,3935,
4.47E+15,3995,
3.48E+14,4066,
5.37E+15,4126,
4.17E+15,4185,
4.04E+15,4247,
3.78E+14,4319,
3.46E+14,4389,
3.47E+14,4460,
3.46E+14,4531,
3.04E+13,4596,
6.01E+15,4664,
3.68E+13,4725,
3.72E+14,4792,
3.58E+15,4845,
5.14E+15,4909,
3.53E+15,4963,
5.22E+15,5021,
3.71E+14,5093,
3.09E+13,5159,
6.58E+15,5222,
3.57E+15,5277,
6.44E+15,5342,
3.10E+13,5405,
4.30E+15,5472,
3.49E+14,5542,
3.53E+15,5598,
3.04E+13,5662,
3.54E+15,5720,
4.06E+15,5777,
5.50E+15,5840,
3.49E+14,5914,
4.95E+15,5977,
6.01E+15,6039,
3.10E+13,6104,
4.27E+15,6171,
3.62E+13,6234,
3.10E+13,6301,
6.01E+15,6367,
6.01E+15,6432,
3.03E+13,6497,
3.05E+13,6568,
3.56E+15,6631,
6.50E+15,6695,
3.03E+13,6764,
6.01E+15,6830,
5.46E+15,6888,
3.54E+15,6948,
3.76E+14,7021,
3.05E+13,7086,
3.42E+14,7160,
4.30E+15,7224,
5.20E+15,7288,
6.22E+15,7351,
4.64E+15,7408,
3.00E+13,7475,
6.01E+15,7538,
6.01E+15,7605,
5.36E+15,7669,
5.21E+15,7735,
3.47E+14,7804,
3.53E+15,7859,
3.58E+15,7912,
3.05E+13,7981,
3.53E+15,8042,
3.10E+13,8112,
4.35E+15,8172,
5.13E+15,8242,
4.76E+15,8308,
3.48E+14,8379,
3.56E+15,8436,
3.94E+13,8500,
3.04E+13,8565,
5.30E+15,8631,
5.39E+15,8697,
5.35E+15,8766,
3.04E+13,8833,
3.54E+15,8892,
3.02E+13,8958,
3.04E+13,9030,
6.57E+15,9093,
4.70E+15,9161,
3.54E+15,9221,
5.20E+15,9281,
3.54E+15,9340,
5.19E+15,9408,
6.22E+15,9470,
3.09E+13,9537,
3.56E+15,9591,
3.01E+13,9659,
3.41E+14,9724,
3.58E+15,9786,
4.93E+15,9855,
3.79E+14,9924,
3.47E+14,9995,
3.77E+14,10064,
6.01E+15,10125,
3.49E+14,10201,
4.02E+15,10265,
6.01E+15,10326,
3.55E+15,10384,
3.72E+14,10458,
4.57E+15,10525,
4.07E+15,10583,
3.02E+13,10649,
5.44E+15,10709,
4.00E+15,10769,
3.67E+13,10837,
3.01E+13,10905,
4.70E+15,10967,
6.23E+15,11030,
3.03E+13,11094,
3.47E+14,11162,
3.41E+14,11238,
3.03E+13,11301,
5.11E+15,11367,
6.53E+15,11430,
3.42E+14,11503,
3.02E+13,11566,
3.09E+13,11636,
4.50E+15,11708,
3.53E+15,11764,
6.01E+15,11828,
4.51E+15,11891,
3.47E+14,11959,
6.01E+15,12026,
3.58E+15,12082,
6.45E+15,12145,
4.73E+15,12212,
3.04E+13,12281,
4.20E+15,12346,
5.35E+15,12406,
3.09E+13,12472,
5.41E+15,12536,
3.48E+14,12604,
6.01E+15,12669,
5.32E+15,12736,
3.70E+13,12799,
6.01E+15,12858,
5.17E+15,12927,
3.09E+13,12992,
3.10E+13,13058,
5.20E+15,13119,
4.67E+15,13178,
3.57E+15,13239,
4.45E+15,13294,
3.78E+14,13368,
3.10E+13,13433,
3.58E+15,13492,
4.93E+15,13564,
5.16E+15,13631,
3.74E+14,13702,
5.20E+15,13772,
3.03E+13,13838,
4.53E+15,13895,
4.02E+15,13963,
4.94E+15,14028,
3.72E+14,14100,
5.21E+15,14167,
5.33E+15,14229,
4.71E+15,14290,
6.01E+15,14357,
4.00E+15,14418,
3.54E+15,14476,
3.04E+13,14545,
3.03E+13,14606,
4.39E+15,14662,
3.04E+13,14730,
5.49E+15,14794,
3.77E+14,14869,
5.46E+15,14933,
4.63E+15,14989,
3.09E+13,15056,
3.48E+14,15129,
3.56E+15,15189,
5.40E+15,15244,
4.37E+15,15311,
3.06E+13,15380,
3.62E+13,15448,
3.69E+13,15514,
4.48E+15,15576,
3.48E+14,15648,
4.99E+15,15714,
4.46E+15,15781,
3.67E+13,15847,
3.56E+15,15910,
4.89E+15,15967,
5.27E+15,16034,
6.01E+15,16097,
3.78E+14,16157,
5.34E+15,16219,
4.20E+15,16281,
3.71E+14,16356,
3.73E+14,16431,
5.18E+15,16495,
3.53E+15,16551,
3.03E+13,16616,
3.43E+14,16689,
3.54E+15,16745,
3.58E+15,16800,
5.22E+15,16861,
5.12E+15,16916,
6.01E+15,16978,
6.01E+15,17041,
6.01E+15,17100,
3.82E+13,17169,
3.41E+14,17239,
3.55E+15,17294,
5.16E+15,17358,
3.57E+15,17418,
3.02E+13,17484,
3.47E+14,17545,
6.01E+15,17608,
4.52E+15,17675,
3.03E+13,17746,
3.41E+14,17816,
3.48E+14,17886,
5.35E+15,17958,
5.37E+15,18029,
3.09E+13,18095,
5.35E+15,18168,
3.48E+14,18238,
3.94E+13,18303,
5.18E+15,18368,
3.45E+14,18439,
3.10E+13,18508,
5.10E+15,18569,
3.59E+15,18631,
3.54E+15,18683,
3.03E+13,18748,
3.56E+15,18808,
3.46E+14,18879,
6.01E+15,18940,
3.10E+13,19005,
3.47E+14,19073,
3.09E+13,19142,
4.74E+15,19205,
6.01E+15,19264,
4.42E+15,19329,
6.54E+15,19389,
3.62E+13,19455,
5.39E+15,19513,
3.57E+15,19571,
5.47E+15,19640,
4.54E+15,19701,
4.61E+15,19761,
3.99E+13,19823,
6.01E+15,19885,
5.44E+15,19942,
3.55E+15,20000,
3.06E+13,20069,
3.06E+13,20137,
3.41E+14,20209,
4.41E+15,20272,
3.04E+13,20339,
4.58E+15,20399,
5.17E+15,20460,
3.04E+13,20527,
3.56E+15,20584,
6.01E+15,20644,
5.19E+15,20704,
3.56E+15,20759,
3.45E+14,20828,
6.01E+15,20889,
3.55E+15,20945,
6.01E+15,21005,
3.76E+14,21070,
5.47E+15,21133,
3.05E+13,21198,
3.10E+13,21263,
6.23E+15,21328,
4.04E+15,21385,
4.05E+15,21443,
5.25E+15,21508,
3.56E+15,21570,
6.01E+15,21631,
3.00E+13,21697,
5.14E+15,21765,
6.01E+15,21827,
4.56E+15,21902,
5.35E+15,21971,
3.42E+14,22046,
4.41E+15,22103,
6.01E+15,22165,
3.06E+13,22233,
3.46E+14,22306,
3.41E+14,22364,
3.02E+13,22430,
3.01E+13,22499,
